code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,total_clicks,average_score,assessment_count,active_weeks
1,0,2290090,0,7,2,4,0,0,60,0,2,544.0,86.7,10.0,28.0
1,0,2291598,0,8,0,9,1,0,90,1,2,1882.0,82.0909090909091,11.0,33.0
1,0,2293443,0,7,2,4,1,1,120,1,0,2316.0,79.18181818181819,11.0,36.0
1,0,2296749,0,11,2,7,1,0,60,0,2,319.0,70.63636363636364,11.0,15.0
1,0,2300911,0,9,2,8,1,0,60,0,3,432.0,83.33333333333333,12.0,14.0
1,0,2301111,0,6,1,2,0,1,60,0,3,60.0,91.0,1.0,4.0
1,0,2302925,0,0,0,8,1,0,60,0,3,3679.0,84.4,5.0,16.0
1,0,2303034,0,9,0,3,1,1,60,1,1,481.0,0.0,0.0,14.0
1,0,2303848,1,2,2,4,1,1,60,0,3,55.0,0.0,0.0,1.0
1,0,2308528,1,6,0,2,0,0,60,0,2,874.0,85.44444444444444,9.0,28.0
1,0,2322046,0,8,1,10,1,1,60,1,3,245.0,65.0,2.0,7.0
1,0,2322342,0,9,1,4,1,0,120,0,0,1143.0,86.2,10.0,29.0
1,0,2327072,0,10,1,6,0,0,120,0,2,477.0,88.1,10.0,26.0
1,0,2336550,0,11,1,1,1,0,120,0,2,465.0,68.6,10.0,19.0
1,0,2340190,0,12,2,3,0,5,120,0,1,5.0,0.0,0.0,1.0
1,0,2366070,0,7,1,4,0,0,240,0,3,354.0,75.33333333333333,3.0,13.0
1,0,2375144,0,0,2,5,0,0,90,0,3,2108.0,87.33333333333333,3.0,15.0
1,0,2376628,0,11,0,4,1,0,120,0,2,313.0,76.36363636363636,11.0,18.0
1,0,2377567,0,9,1,6,1,0,60,0,0,1352.0,83.72727272727273,11.0,36.0
1,0,2380539,0,1,3,1,0,0,60,0,2,1031.0,82.1,10.0,34.0
1,0,2384819,0,6,1,1,1,0,120,0,0,354.0,85.1,10.0,25.0
1,0,2394212,0,2,1,0,1,0,90,0,3,0.0,0.0,0.0,0.0
1,0,2395222,0,10,1,1,1,0,60,0,1,207.0,86.0,3.0,5.0
1,0,2399361,0,6,0,3,0,1,120,0,3,0.0,0.0,0.0,0.0
1,0,2415962,1,6,0,1,1,0,120,1,3,79.0,0.0,0.0,3.0
1,0,2418877,0,2,2,1,0,1,60,1,3,596.0,84.33333333333333,6.0,13.0
1,0,2422639,0,4,2,7,0,0,120,0,3,26.0,0.0,0.0,1.0
1,0,2423078,1,3,0,1,1,1,180,0,3,17.0,70.0,2.0,2.0
1,0,2425333,0,6,0,1,1,0,60,1,1,0.0,0.0,0.0,0.0
1,0,2425726,0,0,2,3,1,0,60,0,3,659.0,81.0,2.0,11.0
1,0,2439201,0,4,2,3,0,0,60,0,2,762.0,78.8,10.0,27.0
1,0,2442685,1,0,2,5,0,1,120,0,2,81.0,70.0,9.0,5.0
1,0,2444088,0,9,2,9,1,0,60,0,0,1620.0,91.0,10.0,33.0
1,0,2444102,0,7,1,9,0,0,60,0,3,0.0,0.0,0.0,0.0
1,0,2444703,0,11,2,1,0,2,120,0,1,226.0,80.0,3.0,10.0
1,0,2445088,1,3,2,5,1,0,60,0,3,226.0,87.8,5.0,12.0
1,0,2445949,1,0,2,1,1,2,60,0,1,20.0,63.0,1.0,2.0
1,0,2446144,0,9,0,7,1,0,60,0,2,584.0,88.9,10.0,19.0
1,0,2458984,0,1,0,5,0,0,60,1,2,133.0,73.625,8.0,9.0
1,0,2464963,0,12,0,9,1,0,60,0,2,656.0,77.6,10.0,23.0
1,0,2466123,0,5,2,4,0,0,60,1,3,4.0,63.0,1.0,2.0
1,0,2470672,0,11,0,4,1,1,60,0,1,1120.0,82.7,10.0,22.0
1,0,2474493,0,7,0,6,0,0,120,0,2,249.0,80.375,8.0,16.0
1,0,2475034,0,2,2,10,0,0,60,0,3,0.0,0.0,0.0,0.0
1,0,2475780,0,6,2,10,1,4,120,0,2,221.0,70.18181818181819,11.0,17.0
1,0,2476649,0,7,2,9,0,1,60,0,2,647.0,87.7,10.0,27.0
1,0,2480865,0,8,0,10,0,0,120,0,3,0.0,0.0,0.0,0.0
1,0,2481224,1,3,2,2,1,0,120,1,2,1893.0,83.54545454545455,11.0,34.0
1,0,2481765,0,7,0,10,1,0,60,0,2,737.0,86.9,10.0,30.0
1,0,2483179,0,10,2,5,0,0,60,0,0,3793.0,89.0,11.0,34.0
1,0,2483568,0,7,0,6,1,0,120,0,2,1881.0,78.8,10.0,34.0
1,0,2487541,0,3,1,6,1,0,60,0,0,1914.0,91.9090909090909,11.0,33.0
1,0,2498182,1,1,0,1,0,0,60,0,1,0.0,0.0,0.0,0.0
1,0,2498299,0,10,0,4,0,1,120,0,0,1669.0,87.72727272727273,11.0,33.0
1,0,2512392,0,10,2,10,1,0,120,0,3,4104.0,88.23529411764706,17.0,40.0
1,0,2517864,0,9,1,4,1,0,210,0,2,480.0,87.6,10.0,30.0
1,0,2518653,0,10,0,5,0,0,120,0,0,670.0,94.81818181818181,11.0,33.0
1,0,2521745,0,12,2,1,0,0,60,0,1,198.0,64.54545454545455,11.0,11.0
1,0,2522093,0,6,1,8,0,0,120,0,0,8808.0,88.5,10.0,37.0
1,0,2524127,0,0,2,2,0,2,120,0,2,238.0,75.0909090909091,11.0,22.0
1,0,2528352,0,11,2,2,0,1,60,0,3,105.0,63.8,5.0,11.0
1,0,2528966,0,5,0,2,1,1,120,1,2,446.0,69.71428571428571,7.0,23.0
1,0,2531031,0,0,2,2,1,0,120,0,2,1865.0,70.72727272727273,11.0,35.0
1,0,2534033,1,11,0,8,0,1,60,1,3,0.0,0.0,0.0,0.0
1,0,2535788,0,12,0,2,1,2,60,0,1,1499.0,82.5,2.0,8.0
1,0,2540362,0,5,1,6,1,0,120,0,1,315.0,69.66666666666667,9.0,12.0
1,0,2540746,0,11,2,2,0,0,60,0,3,38.0,0.0,0.0,3.0
1,0,2541120,0,8,0,4,1,0,60,0,0,487.0,89.7,10.0,21.0
1,0,2553749,0,5,3,1,1,1,60,0,3,1540.0,82.77777777777777,9.0,28.0
1,0,2560219,0,0,2,5,1,0,90,0,1,239.0,62.333333333333336,3.0,9.0
1,0,2568958,0,6,2,5,1,0,60,0,1,0.0,0.0,0.0,0.0
1,0,2569163,0,12,1,5,1,0,120,0,0,661.0,87.63636363636364,11.0,29.0
1,0,2570633,0,3,2,4,1,0,240,0,3,1.0,0.0,0.0,1.0
1,0,2571447,0,2,2,3,0,0,60,0,1,229.0,81.0,1.0,7.0
1,0,2572118,0,3,2,1,0,0,150,0,1,74.0,70.0,1.0,7.0
1,0,2575914,0,4,2,1,0,3,60,1,3,1031.0,84.36363636363636,11.0,29.0
1,0,2578041,0,3,0,4,1,0,300,0,3,0.0,0.0,0.0,0.0
1,0,2578567,0,1,2,2,0,0,60,0,1,529.0,73.0,4.0,15.0
1,0,2579459,0,9,2,3,1,0,60,0,0,653.0,90.18181818181819,11.0,32.0
1,0,2580439,0,10,1,2,1,0,120,0,2,334.0,84.54545454545455,11.0,16.0
1,0,2581528,0,7,2,5,0,0,120,0,2,511.0,73.77777777777777,9.0,27.0
1,0,2587260,0,9,1,5,0,1,120,0,3,0.0,0.0,0.0,0.0
1,0,2591421,0,3,0,2,1,0,90,0,3,864.0,66.52941176470588,17.0,34.0
1,0,2597027,0,9,0,5,1,0,60,0,3,0.0,0.0,0.0,0.0
1,0,2598220,0,12,0,2,0,0,120,0,1,2.0,0.0,0.0,1.0
1,0,2602809,0,4,2,7,1,0,60,0,2,8660.0,89.45454545454545,11.0,32.0
1,0,2608235,0,0,0,2,0,0,60,0,2,950.0,71.36363636363636,11.0,32.0
1,0,2608453,0,6,2,4,1,5,120,0,1,2176.0,80.3,10.0,23.0
1,0,2612483,0,8,0,10,0,0,60,0,0,417.0,92.54545454545455,11.0,23.0
1,0,2616787,0,1,0,3,1,0,90,1,2,623.0,76.4,10.0,27.0
1,0,2617596,0,1,1,9,1,0,120,0,0,3652.0,96.36363636363636,11.0,35.0
1,0,2617650,0,7,2,8,1,1,120,0,3,0.0,0.0,0.0,0.0
1,0,2617999,0,5,2,2,1,0,180,0,2,1290.0,70.5,10.0,34.0
1,0,2620178,1,8,2,3,0,0,60,0,0,473.0,90.63636363636364,11.0,26.0
1,0,2622465,1,3,2,3,1,0,60,0,2,1827.0,84.81818181818181,11.0,34.0
1,0,2626410,0,10,0,5,1,0,60,0,3,1184.0,62.8,10.0,25.0
1,0,2635505,0,8,2,3,1,1,120,0,2,458.0,73.0,11.0,26.0
1,0,2635829,0,6,1,10,1,0,60,0,0,2443.0,94.0,11.0,35.0
1,0,2639611,0,10,0,10,1,0,120,0,2,417.0,85.9090909090909,11.0,22.0
1,0,2641393,0,1,1,5,1,0,120,0,2,1867.0,79.54545454545455,11.0,34.0
1,0,2642029,0,8,1,8,1,0,120,0,0,1067.0,91.54545454545455,11.0,35.0
1,0,2645061,0,7,2,9,0,1,180,0,2,1401.0,88.77777777777777,9.0,31.0
1,0,2649947,0,3,0,3,0,1,120,0,2,677.0,68.14285714285714,7.0,20.0
1,0,2654302,1,11,0,8,1,1,120,0,2,181.0,76.27272727272727,11.0,11.0
1,0,2654411,1,0,2,10,0,0,120,0,1,0.0,0.0,0.0,0.0
1,0,2664301,0,9,0,5,1,0,120,0,1,51.0,54.0,3.0,4.0
1,0,2680770,0,11,3,2,0,0,60,0,3,251.0,67.0,4.0,12.0
1,0,2685831,0,10,3,4,0,0,60,0,2,840.0,75.45454545454545,11.0,31.0
1,0,2692381,0,5,2,6,0,3,180,0,3,0.0,0.0,0.0,0.0
1,0,2692384,1,6,2,6,0,0,60,0,2,975.0,87.45454545454545,11.0,35.0
1,0,2693974,0,9,1,7,1,0,60,0,3,0.0,0.0,0.0,0.0
1,1,23632,0,0,0,5,0,0,60,0,3,0.0,0.0,0.0,0.0
1,1,23798,1,10,0,6,0,0,60,0,0,590.0,93.9090909090909,11.0,34.0
1,1,25629,0,6,2,3,0,0,120,0,3,16.0,0.0,0.0,3.0
1,1,26677,1,11,0,1,0,4,60,0,3,0.0,0.0,0.0,0.0
1,1,27457,0,7,2,5,1,0,60,0,3,0.0,0.0,0.0,0.0
1,1,27759,1,5,2,5,1,0,120,1,1,366.0,76.0909090909091,11.0,28.0
1,1,30091,0,9,0,2,0,0,60,1,2,1332.0,88.0,10.0,30.0
1,1,31014,0,11,2,9,1,0,120,0,3,531.0,90.0,5.0,17.0
1,1,31849,0,9,2,7,1,0,120,0,2,1179.0,78.0,11.0,35.0
1,1,37622,0,6,1,9,0,1,120,0,2,470.0,81.9,10.0,21.0
1,1,38234,0,1,0,7,0,0,60,0,1,94.0,77.71428571428571,7.0,6.0
1,1,47855,0,6,2,2,1,3,300,0,3,12.0,45.90909090909091,11.0,4.0
1,1,48040,0,1,0,3,1,0,120,0,2,1829.0,77.27272727272727,11.0,40.0
1,1,48503,0,11,2,2,0,0,60,0,2,434.0,76.8,10.0,24.0
1,1,51301,0,10,2,4,0,2,60,1,3,670.0,93.0,1.0,9.0
1,1,52797,0,9,2,4,1,1,60,0,2,1117.0,87.54545454545455,11.0,30.0
1,1,52899,0,1,2,6,1,1,90,0,2,2468.0,81.8,10.0,34.0
1,1,53360,0,5,2,2,1,1,120,0,3,22.0,0.0,0.0,2.0
1,1,54388,1,0,2,1,1,3,75,0,3,42.0,0.0,0.0,1.0
1,1,55026,0,3,0,3,1,0,60,1,2,283.0,72.22222222222223,9.0,22.0
1,1,56340,0,8,2,3,0,0,60,0,1,4.0,0.0,0.0,1.0
1,1,56789,0,7,0,7,1,1,60,0,2,379.0,76.45454545454545,11.0,23.0
1,1,57079,0,3,2,4,1,0,60,0,1,776.0,74.4,10.0,28.0
1,1,57369,1,2,2,5,1,0,60,0,3,0.0,0.0,0.0,0.0
1,1,61118,0,3,0,3,0,0,180,0,3,0.0,0.0,0.0,0.0
1,1,63044,0,3,2,3,0,1,120,0,1,231.0,64.0,5.0,8.0
1,1,64246,0,7,2,6,1,0,120,0,3,0.0,0.0,0.0,0.0
1,1,65807,0,5,1,2,0,1,120,0,3,0.0,0.0,0.0,0.0
1,1,67863,0,3,2,2,1,1,60,0,3,0.0,0.0,0.0,0.0
1,1,68556,0,7,1,8,0,0,60,0,1,98.0,57.0,4.0,6.0
1,1,69843,0,9,0,2,1,1,60,0,3,0.0,0.0,0.0,0.0
1,1,72057,0,12,0,2,0,0,120,0,3,0.0,0.0,0.0,0.0
1,1,73489,0,8,1,9,0,0,120,0,2,1845.0,77.72727272727273,11.0,38.0
1,1,74169,1,0,0,8,1,0,60,0,3,0.0,0.0,0.0,0.0
1,1,74585,0,10,0,7,1,0,60,0,0,7811.0,88.81818181818181,11.0,39.0
1,1,78255,0,4,2,1,0,1,120,0,3,321.0,78.75,4.0,15.0
1,1,80717,0,9,2,7,1,0,60,0,0,3699.0,93.0,11.0,41.0
1,1,84812,0,0,0,9,0,0,120,0,2,474.0,89.72727272727273,11.0,25.0
1,1,86291,0,10,1,6,1,1,60,0,1,197.0,69.58333333333333,12.0,9.0
1,1,90243,0,10,1,8,1,0,60,0,2,1084.0,64.27272727272727,11.0,26.0
1,1,96475,1,7,2,7,0,0,180,0,2,207.0,84.85714285714286,7.0,16.0
1,1,97567,0,10,1,8,1,0,60,0,2,471.0,91.9090909090909,11.0,22.0
1,1,98268,0,6,1,8,1,0,60,0,2,770.0,73.45454545454545,11.0,30.0
1,1,98720,0,3,2,3,1,0,60,1,2,439.0,72.27272727272727,11.0,20.0
1,1,100282,0,10,2,3,0,1,120,0,3,42.0,78.0,1.0,5.0
1,1,105527,0,6,1,5,1,0,120,0,2,993.0,83.18181818181819,11.0,38.0
1,1,105851,0,11,0,3,0,0,60,1,2,385.0,90.2,10.0,21.0
1,1,105883,0,5,0,1,1,0,60,0,2,4022.0,76.72727272727273,11.0,38.0
1,1,106588,0,6,0,7,1,0,60,0,0,981.0,90.18181818181819,11.0,34.0
1,1,108118,0,8,0,10,1,0,60,0,2,396.0,87.875,8.0,16.0
1,1,108760,0,3,2,4,1,3,60,0,1,846.0,68.66666666666667,9.0,21.0
1,1,109372,0,9,2,0,0,0,60,0,2,1450.0,85.36363636363636,11.0,37.0
1,1,109782,0,6,0,6,0,0,60,0,3,154.0,77.2,5.0,15.0
1,1,111942,0,9,0,8,1,0,120,0,2,1853.0,86.81818181818181,11.0,34.0
1,1,119898,0,11,2,4,0,2,60,0,2,167.0,68.81818181818181,11.0,14.0
1,1,123716,1,4,2,2,0,0,90,0,2,1068.0,80.36363636363636,11.0,39.0
1,1,124909,1,12,2,5,1,0,60,0,2,1520.0,82.0,11.0,41.0
1,1,125874,0,7,2,5,1,0,60,1,3,45.0,0.0,0.0,2.0
1,1,128386,1,8,2,4,1,0,60,0,1,66.0,88.33333333333333,3.0,10.0
1,1,128889,0,8,0,10,1,1,120,0,2,9524.0,85.0909090909091,11.0,41.0
1,1,131051,0,6,2,7,0,3,60,0,2,999.0,89.6,10.0,36.0
1,1,132626,0,8,0,3,0,0,60,0,3,480.0,72.42857142857143,7.0,18.0
1,1,133269,0,11,2,6,0,0,60,1,3,0.0,0.0,0.0,0.0
1,1,134563,0,6,2,3,0,2,60,0,2,5183.0,89.0909090909091,11.0,40.0
1,1,138289,0,1,2,5,0,0,60,0,1,575.0,79.54545454545455,11.0,22.0
1,1,138920,0,10,2,1,0,1,60,0,1,437.0,77.8,5.0,15.0
1,1,139549,0,6,2,5,0,1,60,1,2,286.0,66.18181818181819,11.0,19.0
1,1,141949,0,0,2,3,0,1,60,0,2,878.0,83.9090909090909,11.0,33.0
1,1,146165,0,10,0,5,1,0,60,0,2,167.0,82.54545454545455,11.0,15.0
1,1,146600,0,2,2,9,0,0,120,0,2,324.0,87.0,9.0,24.0
1,1,151800,0,10,2,3,0,0,60,0,1,85.0,65.0,4.0,5.0
1,1,151917,0,11,0,2,0,3,60,0,1,1622.0,75.6875,16.0,33.0
1,1,152867,0,8,0,6,0,2,60,1,3,28.0,0.0,0.0,2.0
1,1,153704,0,11,2,1,0,2,60,0,1,580.0,85.15384615384616,13.0,23.0
1,1,154011,0,7,0,4,0,0,60,0,2,681.0,79.36363636363636,11.0,24.0
1,1,154570,0,6,2,6,1,1,60,0,3,12401.0,78.2,5.0,19.0
1,1,156311,0,3,0,9,1,0,60,0,2,575.0,91.27272727272727,11.0,22.0
1,1,156788,1,1,2,4,1,0,180,0,3,21.0,0.0,0.0,2.0
1,1,157060,0,1,2,4,0,0,60,0,2,302.0,68.5,10.0,15.0
1,1,157795,1,12,2,9,1,1,60,0,2,1519.0,92.0,10.0,35.0
1,1,161491,0,6,0,4,0,0,120,0,0,970.0,81.36363636363636,11.0,25.0
1,1,162646,0,6,2,1,0,1,60,0,1,0.0,0.0,0.0,0.0
1,1,165823,0,12,2,2,1,0,60,0,3,74.0,65.0,1.0,5.0
1,1,169213,0,3,0,4,0,1,60,0,2,332.0,67.54545454545455,11.0,29.0
1,1,174222,0,9,2,9,0,0,60,0,2,701.0,75.55555555555556,9.0,20.0
1,1,174440,0,10,2,8,0,0,60,0,1,196.0,58.5,4.0,10.0
1,1,174487,0,8,2,2,0,1,60,0,2,434.0,73.63636363636364,11.0,24.0
1,1,178738,0,0,1,8,0,1,60,0,1,161.0,68.0,4.0,9.0
1,1,178963,1,9,0,8,0,0,120,1,2,118.0,74.0,10.0,11.0
1,1,179254,0,7,2,4,0,1,60,0,1,45.0,66.75,4.0,5.0
1,1,182661,0,8,2,5,1,3,60,0,2,26.0,80.0,1.0,1.0
1,1,184236,1,5,2,1,0,0,60,1,3,0.0,0.0,0.0,0.0
1,1,184897,0,8,2,3,0,0,60,0,3,0.0,0.0,0.0,0.0
1,1,185597,0,0,2,9,0,0,90,0,3,0.0,0.0,0.0,0.0
1,1,188026,0,10,1,10,0,1,120,0,1,444.0,89.0,11.0,28.0
1,1,189095,0,6,2,6,0,1,60,0,1,904.0,79.5,4.0,16.0
1,1,191269,0,0,2,4,1,0,60,0,2,886.0,72.45454545454545,11.0,30.0
1,1,193215,0,7,0,4,0,0,120,0,1,307.0,74.66666666666667,3.0,11.0
1,1,195096,0,10,0,2,0,0,60,0,2,411.0,74.5,10.0,20.0
1,1,195938,0,11,0,5,0,1,60,0,0,428.0,88.27272727272727,11.0,24.0
1,1,197240,0,12,0,4,0,1,150,0,2,330.0,88.0,10.0,19.0
1,1,197412,0,5,0,2,0,0,60,0,2,716.0,81.77777777777777,9.0,21.0
1,1,197759,0,7,0,9,1,0,60,0,2,1361.0,88.63636363636364,11.0,37.0
1,1,198339,0,8,2,4,1,1,60,1,3,142.0,80.0,1.0,10.0
1,1,199029,0,8,3,10,0,0,60,0,0,505.0,94.63636363636364,11.0,29.0
1,1,199663,1,3,4,4,1,0,60,0,2,403.0,53.09090909090909,11.0,25.0
1,1,202879,0,0,2,4,0,1,60,0,1,117.0,64.0,1.0,6.0
1,1,203640,1,12,2,8,0,0,60,0,2,176.0,80.36363636363636,11.0,21.0
1,1,205788,0,0,2,5,1,0,120,1,2,1028.0,82.18181818181819,11.0,39.0
1,1,227416,1,7,0,4,0,0,60,0,1,93.0,69.44444444444444,9.0,5.0
1,1,228243,1,3,0,2,1,0,120,0,3,0.0,0.0,0.0,0.0
1,1,228513,0,2,1,10,0,2,180,0,3,0.0,0.0,0.0,0.0
1,1,230081,0,1,0,4,0,0,120,0,2,727.0,80.54545454545455,11.0,35.0
1,1,231959,0,4,2,3,1,1,180,0,3,427.0,73.0909090909091,11.0,16.0
1,1,233102,0,7,2,4,0,0,240,0,3,782.0,87.1,10.0,30.0
1,1,233317,0,12,1,7,0,1,60,0,2,1112.0,69.54545454545455,11.0,28.0
1,1,233752,0,5,2,7,1,0,60,0,2,7769.0,84.81818181818181,11.0,41.0
1,1,233957,0,8,0,9,0,0,60,0,1,414.0,85.22222222222223,9.0,18.0
1,1,234929,0,10,1,9,0,1,60,0,1,422.0,83.7,10.0,17.0
1,1,235258,0,6,1,4,0,0,210,1,3,15.0,0.0,0.0,1.0
1,1,235428,1,3,2,3,1,0,150,0,3,1700.0,48.285714285714285,22.0,31.0
1,1,238825,0,0,0,7,0,0,60,0,3,0.0,0.0,0.0,0.0
1,1,240993,0,1,0,4,1,0,60,1,2,1246.0,87.7,10.0,37.0
1,1,241338,0,9,2,7,1,0,120,0,1,85.0,73.6,5.0,10.0
1,1,242149,0,5,2,1,0,1,120,0,1,372.0,67.25,8.0,19.0
1,1,242893,0,12,3,4,0,1,60,0,3,549.0,71.14285714285714,8.0,12.0
1,1,243047,1,12,1,1,1,0,120,0,3,0.0,0.0,0.0,0.0
1,1,243851,0,1,0,1,0,0,60,1,2,1060.0,89.54545454545455,11.0,41.0
1,1,243909,0,9,2,9,0,0,60,0,1,42.0,64.0,1.0,4.0
1,1,243992,0,8,1,9,1,0,60,0,2,236.0,80.6,10.0,22.0
1,1,244917,0,3,2,3,0,0,60,0,3,0.0,0.0,0.0,0.0
1,1,245987,0,8,0,9,1,1,60,1,2,140.0,76.8,10.0,10.0
1,1,247902,0,11,2,3,0,2,120,0,2,535.0,68.63636363636364,11.0,26.0
1,1,248653,1,3,0,5,0,0,120,0,0,1079.0,93.0,11.0,33.0
1,1,248716,0,4,1,9,1,0,60,0,2,672.0,73.3,10.0,35.0
1,1,248800,0,11,2,1,0,2,60,1,3,92.0,70.0,1.0,3.0
1,1,251815,0,10,2,2,1,1,90,1,1,84.0,90.16666666666667,6.0,4.0
1,1,252257,0,1,0,2,1,0,60,0,2,405.0,74.72727272727273,11.0,23.0
1,1,252652,0,3,0,6,1,1,120,0,3,526.0,83.93333333333334,15.0,26.0
1,1,253577,0,6,1,3,0,0,60,0,2,2702.0,90.72727272727273,11.0,35.0
1,1,256998,0,1,2,1,0,1,60,0,2,303.0,60.27272727272727,11.0,13.0
1,1,258035,0,5,1,9,1,0,60,0,0,1948.0,83.72727272727273,11.0,35.0
1,1,259182,1,1,2,5,0,2,120,0,3,0.0,0.0,0.0,0.0
1,1,260179,0,6,2,4,0,1,60,0,2,164.0,75.2,10.0,13.0
1,1,261332,1,5,2,6,1,0,60,1,1,262.0,79.33333333333333,3.0,10.0
1,1,261466,0,3,0,4,1,0,60,0,2,1965.0,89.0909090909091,11.0,36.0
1,1,262639,0,3,2,2,0,0,60,0,2,453.0,80.45454545454545,11.0,28.0
1,1,264152,0,10,0,4,0,1,120,0,2,3454.0,72.4,10.0,40.0
1,1,264744,0,11,0,10,0,0,120,0,2,334.0,77.7,10.0,18.0
1,1,264842,0,9,2,8,0,0,120,1,3,0.0,0.0,0.0,0.0
1,1,265170,0,10,0,5,0,0,60,0,1,485.0,89.5,4.0,11.0
1,1,266331,0,6,0,10,0,0,90,0,0,1113.0,89.81818181818181,11.0,35.0
1,1,266564,0,8,0,9,1,0,120,0,2,457.0,83.18181818181819,11.0,22.0
1,1,266744,0,9,0,4,0,0,240,0,3,385.0,75.11111111111111,9.0,18.0
1,1,268589,0,3,0,2,1,0,90,1,2,2822.0,78.1,10.0,36.0
1,1,269082,0,7,1,10,0,2,60,0,0,2182.0,96.81818181818181,11.0,38.0
1,1,269204,0,8,2,10,1,0,60,0,2,1751.0,94.0,11.0,35.0
1,1,270646,0,0,2,10,0,0,90,0,2,190.0,72.63636363636364,11.0,14.0
1,1,271346,0,0,0,10,0,1,150,0,3,195.0,0.0,0.0,5.0
1,1,272172,0,5,0,1,0,1,60,0,1,242.0,60.5,2.0,9.0
1,1,272617,0,1,2,3,0,2,60,1,3,97.0,71.8,5.0,8.0
1,1,274247,0,8,2,1,0,1,60,1,1,202.0,90.0,11.0,14.0
1,1,274577,0,9,2,7,0,1,60,0,3,0.0,0.0,0.0,0.0
1,1,274971,0,2,2,9,1,0,75,0,2,580.0,72.7,10.0,22.0
1,1,276925,0,10,0,8,1,0,60,0,3,1202.0,74.66666666666667,12.0,29.0
1,1,277537,1,5,2,4,1,0,60,0,1,538.0,75.0,1.0,6.0
1,1,277812,0,7,1,10,1,0,60,0,0,1343.0,88.45454545454545,11.0,38.0
1,1,278272,1,0,1,3,1,1,120,0,1,274.0,73.2,10.0,21.0
1,1,278773,0,1,0,10,0,0,120,0,3,0.0,0.0,0.0,0.0
1,1,278794,0,9,0,3,0,1,60,1,2,523.0,72.9,10.0,31.0
1,1,280140,0,6,2,5,0,2,60,1,1,107.0,65.0,2.0,4.0
1,1,280151,0,3,0,2,0,0,210,1,1,71.0,74.0,2.0,7.0
1,1,280439,0,12,0,2,0,0,120,0,3,0.0,0.0,0.0,0.0
1,1,282038,0,5,2,8,0,0,120,0,3,187.0,65.0,1.0,6.0
1,1,282785,0,2,2,6,0,1,60,0,3,74.0,77.33333333333333,3.0,6.0
1,1,284906,0,1,0,8,0,2,60,0,2,405.0,91.0909090909091,11.0,28.0
1,1,285050,1,5,1,1,0,1,180,0,1,370.0,51.55555555555556,9.0,27.0
1,1,286402,0,12,0,8,1,0,60,0,0,1669.0,87.63636363636364,11.0,38.0
1,1,286690,0,10,2,8,0,2,60,0,1,237.0,56.833333333333336,6.0,11.0
1,1,287107,0,5,0,1,1,0,60,0,0,4822.0,88.18181818181819,11.0,39.0
1,1,287309,0,9,2,5,0,2,120,0,2,648.0,73.45454545454545,11.0,34.0
1,1,287679,0,10,0,7,1,0,60,0,2,1293.0,78.55555555555556,9.0,26.0
1,1,289753,0,11,0,3,0,0,210,1,3,239.0,67.5,2.0,8.0
1,1,289965,0,10,0,1,0,1,60,0,1,108.0,87.5,2.0,6.0
1,1,290089,1,3,2,5,0,0,120,0,0,1260.0,85.0,11.0,41.0
1,1,291544,0,7,2,9,0,0,60,1,0,628.0,86.9090909090909,11.0,33.0
1,1,292537,0,8,2,6,0,0,60,0,2,339.0,78.72727272727273,11.0,25.0
1,1,293712,0,1,0,5,0,0,60,0,0,466.0,82.45454545454545,11.0,23.0
1,1,293754,1,4,2,0,1,0,60,0,0,990.0,88.72727272727273,11.0,32.0
1,1,293760,0,2,2,4,0,1,120,0,2,157.0,59.63636363636363,11.0,10.0
1,1,299561,0,8,0,5,1,2,60,1,3,0.0,0.0,0.0,0.0
1,1,301583,0,12,0,1,0,1,60,0,1,399.0,72.0,1.0,9.0
1,1,301987,0,8,0,3,0,0,60,0,2,943.0,83.7,10.0,37.0
1,1,303331,0,0,2,2,0,3,60,0,3,930.0,80.0,5.0,22.0
1,1,303617,0,10,2,1,0,0,60,0,1,575.0,67.83333333333333,6.0,24.0
1,1,304069,0,7,0,8,1,0,90,0,3,91.0,53.0,1.0,7.0
1,1,304795,0,1,2,7,0,3,120,0,3,0.0,87.66666666666667,3.0,0.0
1,1,305173,1,10,2,2,0,2,60,0,1,41.0,50.0,1.0,2.0
1,1,305547,0,12,2,4,1,2,120,0,3,0.0,0.0,0.0,0.0
1,1,305812,0,0,2,6,0,1,60,0,3,97.0,0.0,0.0,2.0
1,1,305935,0,7,1,9,0,1,180,0,1,53.0,92.54545454545455,11.0,5.0
1,1,306964,0,6,2,3,0,0,60,1,2,536.0,81.0,11.0,30.0
1,1,307193,1,10,2,2,1,0,60,0,1,0.0,0.0,0.0,0.0
1,1,307230,0,10,2,7,0,0,60,0,3,193.0,85.33333333333333,3.0,8.0
1,1,308359,0,1,2,9,0,1,60,0,3,75.0,70.0,2.0,5.0
1,1,308509,0,12,2,2,0,0,120,0,1,41.0,0.0,0.0,5.0
1,1,308703,0,10,1,6,0,0,60,0,3,319.0,82.75,5.0,11.0
1,1,308852,0,9,0,5,0,0,60,0,3,56.0,63.0,5.0,3.0
1,1,310125,0,0,2,5,1,0,60,0,3,188.0,87.0,3.0,6.0
1,1,310933,0,10,2,6,0,1,60,0,2,417.0,80.2,10.0,24.0
